Company,Industry,Tier,Division,Fit,Territory,City,State,Country,Contacts,Tier1 Reason
UPS,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Atlanta,Georgia,United States,2,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
BlueGrace Logistics,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Riverview,Florida,United States,2,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
XYMOGEN,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Orlando,Florida,United States,2,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
SpringWorks Therapeutics,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Stamford,North Carolina,United States,2,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
SYNOVOS,Confectionery,Tier 1,Natoli Engineering,Tooling,Southeast,Lynchburg,Virginia,United States,2,Candy/mint manufacturer with high-volume tablet pressing operations.
AnazaoHealth Corporation,Nuclear Fuel,Tier 1,Natoli Engineering,Tooling,Southeast,Tampa,Florida,United States,2,Nuclear fuel fabrication with precision pellet pressing for fuel rod assembly.
ATI,Nuclear Fuel,Tier 1,Natoli Engineering,Tooling,Southeast,Benton,Louisiana,United States,2,Nuclear fuel fabrication with precision pellet pressing for fuel rod assembly.
GE Hitachi Nuclear Energy,Nuclear Fuel,Tier 1,Natoli Engineering,Tooling,Southeast,Wilmington,North Carolina,United States,2,Nuclear fuel fabrication with precision pellet pressing for fuel rod assembly.
"Ajinomoto Health & Nutrition North America, Inc.",Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Raleigh,North Carolina,United States,2,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
"ALMASED USA, INC.",Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Wellington,Florida,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
ALTEA THERAPEUTICS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,,Georgia,,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
ANDERSON COMPOUNDING PHARMACY,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Bartlett,Tennessee,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"APPLIED CERAMICS, INC.",Advanced Ceramics,Tier 1,Natoli Engineering,Tooling,Southeast,Atlanta,Georgia,United States,1,Advanced ceramics producer with powder compaction for technical ceramic parts.
ELIZABETH CARBIDE NC,Powder Metallurgy,Tier 1,Natoli Engineering,Tooling,Southeast,,North Carolina,,1,PM parts producer with metal powder compaction for precision components.
ENCOMPASS PHARMA,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Peachtree Corners,Georgia,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
LASER PHARMACEUTICALS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,,Georgia,,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
NutraSky,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Alpharetta,Georgia,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Pharma Formulations Labs,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,,Florida,,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"PHARMALAB ENTERPRISES, INC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Miami Lakes,Florida,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
PRIVATE LABEL NUTRACEUTICALS,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Norcross,Georgia,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
SCW.AI by Supply Chain Wizard,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Marietta,Georgia,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Tanner Pharma Group,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Charlotte,North Carolina,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
WE MAKE VITAMINS,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Lakeland,Florida,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
ZaphyrX,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Raleigh,North Carolina,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
ACCESS COMPOUNDING PHARMACY,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Miami,Florida,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Blue Diamond Herbs,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Charlotte,North Carolina,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Body Nutrition,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Saint Petersburg,Florida,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
BRECKENRIDGE  INC.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Boca Raton,Florida,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Butterfield Drugs,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Fort Pierce,Florida,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
COMPOUNDING PHARMACY OF AMERICA,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Knoxville,Tennessee,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"Elanco US, Inc.",Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Greensboro,North Carolina,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
EZRA INNOVATIONS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Little Rock,Arkansas,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
HALLANDALE PHARMACY,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Fort Lauderdale,Florida,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
HEALTH & WELLNESS PHARMACY,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Nashville,Tennessee,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
LIFE & HEALTH ALTERNATIVES,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Miami,Florida,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
LLORENS PHARMACEUTICAL INTL. DIV.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Miami,Florida,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
MEDOZ PHARMACY OF POLK INC,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Davenport,Florida,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Nutritional Products International,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Boca Raton,Florida,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Peak Nutritional Products,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Tampa,Florida,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
"PFEIFFER PHARMACEUTICALS, INC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Atlanta,Georgia,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"PharmaSupplyPartners, LLC",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Fort Myers,Florida,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"PRIOVANT THERAPEUTICS, SUBSIDIARY OF ROIVANT SCIENCES",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Durham,North Carolina,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
ProCompounding Pharmacy,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Johnson City,Tennessee,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Rainforest Nutritionals,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Raleigh,North Carolina,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
SBH MEDICAL,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Palm Beach Gardens,Florida,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"SCINTIPHARMA, INC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Lexington,Kentucky,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
TEVET LLC,Veterinary Pharma,Tier 1,Natoli Scientific,Formulation,Southeast,Greeneville,Tennessee,United States,1,Veterinary pharmaceutical manufacturer with animal health tablet production.
TRIPHOS THERAPEUTICS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Wake Forest,North Carolina,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
UNC/NCSU JOINT DEPARTMENT BIOMEDICAL,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Charlotte,North Carolina,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
VERINETICS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Durham,North Carolina,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
WARNER NATURAL HERBS,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Crossville,Tennessee,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
"WICKLIFFE PHARMACEUTICALS, INC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Lexington,Kentucky,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
ACTIVE CONFECTIONARY CO.,Confectionery,Tier 1,Natoli Engineering,Tooling,Southeast,Saint Augustine,Florida,United States,1,Candy/mint manufacturer with high-volume tablet pressing operations.
Kyocera,Advanced Ceramics,Tier 1,Natoli Engineering,Tooling,Southeast,Fountain Inn,South Carolina,United States,1,Advanced ceramics producer with powder compaction for technical ceramic parts.
Marswrigleytreats,Confectionery,Tier 1,Natoli Engineering,Tooling,Southeast,Chattanooga,Tennessee,United States,1,Candy/mint manufacturer with high-volume tablet pressing operations.
Ortho Clinical Diagnostics Holdings Plc,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Cope,South Carolina,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Sconza Candy Company,Confectionery,Tier 1,Natoli Engineering,Tooling,Southeast,Monroe,Louisiana,United States,1,Candy/mint manufacturer with high-volume tablet pressing operations.
"UNIVERSITY OF GEORGIA, COLLEGE OF PHARMACY",Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Athens,Georgia,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
United Therapeutics Corporation,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Silver Spring,North Carolina,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
West Virginia University,Confectionery,Tier 1,Natoli Engineering,Tooling,Southeast,Morgantown,West Virginia,United States,1,Candy/mint manufacturer with high-volume tablet pressing operations.
ARNET PHARMACEUTICAL CORP.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Fort Lauderdale,Florida,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Walmart,Confectionery,Tier 1,Natoli Engineering,Tooling,Southeast,Bentonville,Arkansas,United States,1,Candy/mint manufacturer with high-volume tablet pressing operations.
PCI LLC,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Garner,North Carolina,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Marshall University,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Huntington,West Virginia,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
North Carolina Agricultural and Technical State University,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Greensboro,North Carolina,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Kloeckner Metals - Americas,Confectionery,Tier 1,Natoli Engineering,Tooling,Southeast,Roswell,Georgia,United States,1,Candy/mint manufacturer with high-volume tablet pressing operations.
Celanese,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Radford,Virginia,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
TELEDYNE ENERGY SYSTEMS INC,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Huntsville,Alabama,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
University of Florida,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Gainesville,Florida,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"ORYZA PHARMACEUTICALS, INC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Coral Springs,Florida,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
RB HEALTH MANUFACTURING LLC,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Greenville,North Carolina,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Nutra Manufacturing,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Inman,South Carolina,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Areva,Battery Manufacturing,Tier 1,Natoli Engineering,Tooling,Southeast,Forest,Virginia,United States,1,Battery electrode manufacturer with cathode/anode compaction for cell production.
FREYR Battery,Battery & Energy,Tier 1,Natoli Engineering,Tooling,Southeast,Coweta County,Georgia,United States,0,Battery electrode manufacturer with cathode/anode compaction for cell production.
SK Battery America,Battery & Energy,Tier 1,Natoli Engineering,Tooling,Southeast,Commerce,Georgia,United States,0,Battery electrode manufacturer with cathode/anode compaction for cell production.
Global Nuclear Fuel-Americas (GNF-A),Nuclear & Energy,Tier 1,Natoli Engineering,Tooling,Southeast,Wilmington,North Carolina,United States,0,Nuclear fuel fabrication with precision pellet pressing for fuel rod assembly.
Elan Technology,Advanced Ceramics,Tier 1,Natoli Engineering,Tooling,Southeast,Midway,Georgia,United States,0,Advanced ceramics producer with powder compaction for technical ceramic parts.
Precision Ceramics USA,Advanced Ceramics,Tier 1,Natoli Engineering,Tooling,Southeast,St. Petersburg,Florida,United States,0,Advanced ceramics producer with powder compaction for technical ceramic parts.
CeramTec North America,Advanced Ceramics,Tier 1,Natoli Engineering,Tooling,Southeast,Laurens,South Carolina,United States,0,Advanced ceramics producer with powder compaction for technical ceramic parts.
GlaxoSmithKline (GSK),Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Research Triangle Park,North Carolina,United States,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"Eyesthetic SOS "" Drs Rx""",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Jacksonville,Florida,United States,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"Wittman Pharma, Inc.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Brooksville,Florida,United States,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Eyesthetic SOS  Drs Rx,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Jacksonville,Florida,United States,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"LEX PHARMACEUTICAL, INC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Tampa,Florida,United States,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
WeCare Pharmacy,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,Warrenton,Virginia,United States,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Gilliam Candy,Confectionery,Tier 1,Natoli Engineering,Tooling,Southeast,Paducah,Kentucky,United States,0,Candy/mint manufacturer with high-volume tablet pressing operations.
Dentsply Sirona,Dental Materials,Tier 2,Natoli Engineering,Tooling,Southeast,,NC,United States,0,TIER 2: Dental products manufacturer - possible tablet pressing for dental products. Needs validation.
Novo Nordisk Oral Tablet Facility,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,,NC,United States,0,EMERGING: $10B expansion for oral Wegovy tablet manufacturing. New solid-dose facility announced 2024-2025.
Johnson & Johnson Wilson County,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,,NC,United States,0,"EMERGING: $2B+ pharmaceutical manufacturing campus announced October 2024 in Wilson County, NC."
Kyowa Kirin Sanford,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Southeast,,NC,United States,0,"EMERGING: New facility in Sanford, NC creating 100+ jobs. Announced 2024."
TRISO-X (X-energy),Nuclear Fuel,Tier 1,Natoli Engineering,Tooling,Southeast,,TN,United States,0,"EMERGING: First commercial HALEU fuel fabrication facility in US. Oak Ridge, TN. Targeting 2025-2027 commercial ops."
Standard Nuclear,Nuclear Fuel,Tier 1,Natoli Engineering,Tooling,Southeast,,TN,United States,0,"EMERGING: Jan 2025 first company to receive physical HALEU shipment from DOE. Oak Ridge, TN."
